fixed_acidity,volatile_acidity,total_sulfur_dioxide,alcohol,quality,color
8.0,0.52,59.0,10.2,5,red
6.4,0.57,73.0,9.2,5,red
8.6,0.685,12.0,9.55,6,red
8.7,0.675,11.0,9.55,5,red
7.3,0.59,104.0,9.9,5,red
7.0,0.6,28.0,10.2,7,red
7.2,0.67,24.0,11.1,6,red
7.9,0.69,141.0,9.9,5,red
7.9,0.69,141.0,9.9,5,red
7.6,0.3,24.0,11.9,6,red
7.2,0.33,13.0,10.0,8,red
8.0,0.5,46.0,10.7,6,red
7.7,0.28,34.0,11.3,7,red
8.2,0.24,22.0,10.9,6,red
6.0,0.51,54.0,10.7,6,red
8.1,0.29,53.0,12.4,7,red
6.0,0.51,54.0,10.7,6,red
6.6,0.96,16.0,11.9,6,red
6.4,0.47,19.0,10.6,6,red
8.2,0.24,22.0,10.9,6,red
9.9,0.57,89.0,10.1,5,red
10.0,0.32,15.0,9.6,5,red
6.2,0.58,18.0,9.4,5,red
10.0,0.32,15.0,9.6,5,red
7.3,0.34,37.0,12.1,7,red
7.8,0.53,19.0,9.8,5,red
7.7,0.64,133.0,9.9,5,red
7.8,0.53,19.0,9.8,5,red
7.5,0.4,58.0,9.4,5,red
7.0,0.54,55.0,11.4,6,red
6.4,0.53,31.0,11.0,4,red
8.3,0.26,23.0,9.6,6,red
8.3,0.26,23.0,9.6,6,red
7.7,0.23,60.0,12.1,6,red
7.6,0.41,23.0,11.2,5,red
7.8,0.64,55.0,11.0,5,red
7.9,0.18,67.0,11.3,5,red
7.4,0.41,47.0,10.4,5,red
7.6,0.43,74.0,9.9,6,red
5.9,0.44,11.0,11.7,6,red
6.1,0.4,25.0,10.1,7,red
10.2,0.54,95.0,9.0,6,red
10.2,0.54,95.0,9.0,6,red
10.0,0.38,90.0,8.5,5,red
6.8,0.915,39.0,11.1,5,red
7.0,0.59,8.0,10.3,5,red
7.3,0.67,92.0,11.066666666666698,6,red
7.2,0.37,28.0,11.3,7,red
7.4,0.785,98.0,9.56666666666667,6,red
6.9,0.63,30.0,9.8,5,red
6.9,0.58,22.0,11.7,5,red
7.3,0.67,92.0,11.1,6,red
7.4,0.785,98.0,9.6,6,red
6.9,0.63,30.0,9.8,5,red
6.8,0.67,39.0,9.7,5,red
6.9,0.58,54.0,9.7,5,red
7.2,0.38,29.0,11.3,8,red
7.2,0.37,28.0,11.3,7,red
7.8,0.32,17.0,11.0,7,red
6.6,0.58,53.0,11.6,7,red
7.6,0.49,85.0,9.0,5,red
11.7,0.45,23.0,10.9,6,red
6.5,0.9,17.0,10.9,6,red
6.0,0.54,89.0,10.55,6,red
7.6,0.49,85.0,9.0,5,red
8.4,0.29,20.0,10.5,5,red
7.9,0.2,15.0,11.9,7,red
6.4,0.42,64.0,10.4,6,red
6.2,0.785,13.0,10.0,4,red
6.8,0.64,31.0,10.4,6,red
6.9,0.63,39.0,10.8,6,red
6.8,0.59,53.0,9.7,5,red
6.8,0.59,53.0,9.7,5,red
7.3,0.48,54.0,10.0,7,red
6.7,1.04,32.0,11.0,4,red
7.3,0.48,54.0,10.0,7,red
7.3,0.98,49.0,9.7,3,red
10.0,0.69,24.0,9.7,5,red
6.7,0.7,16.0,12.6,5,red
7.6,0.35,44.0,11.1,6,red
6.1,0.6,45.0,11.0,5,red
9.9,0.5,82.0,8.8,5,red
5.3,0.47,89.0,13.566666666666698,7,red
9.9,0.5,82.0,8.8,5,red
5.3,0.47,89.0,13.6,7,red
7.1,0.875,14.0,10.2,3,red
8.2,0.28,22.0,10.6,5,red
5.6,0.62,13.0,10.1,4,red
8.2,0.28,22.0,10.6,5,red
7.2,0.58,9.0,10.3,4,red
8.1,0.33,12.0,10.7,5,red
6.8,0.91,11.0,10.9,4,red
7.0,0.655,25.0,9.7,5,red
6.8,0.68,23.0,10.3,5,red
6.0,0.64,17.0,10.6,5,red
5.6,0.54,13.0,11.4,5,red
6.2,0.57,11.0,10.8,6,red
7.1,0.22,18.0,12.4,6,red
5.6,0.54,13.0,11.4,5,red
6.2,0.65,18.0,11.95,5,red
7.7,0.54,147.0,9.7,5,red
6.4,0.31,28.0,10.0,7,red
7.0,0.43,28.0,10.6,6,red
7.7,0.54,147.0,9.7,5,red
6.9,0.74,16.0,11.5,6,red
6.6,0.895,13.0,10.8,6,red
6.9,0.74,16.0,11.5,6,red
7.5,0.725,15.0,9.6,5,red
7.8,0.82,64.0,9.4,5,red
7.3,0.585,60.0,9.8,5,red
6.2,0.44,14.0,11.0,6,red
7.5,0.38,12.0,11.4,6,red
6.7,0.76,12.0,9.95,3,red
6.8,0.81,14.0,10.8,6,red
7.5,0.38,12.0,11.4,6,red
7.1,0.27,25.0,10.6,6,red
7.9,0.18,20.0,11.1,5,red
6.4,0.36,48.0,9.7,6,red
7.1,0.69,27.0,9.8,5,red
6.4,0.79,17.0,10.4,6,red
6.4,0.56,65.0,10.5,6,red
6.9,0.84,65.0,9.23333333333333,6,red
6.9,0.84,65.0,9.25,6,red
6.1,0.32,58.0,10.6,5,red
6.5,0.53,44.0,10.3,6,red
7.4,0.47,20.0,10.5,5,red
6.6,0.7,27.0,10.2,5,red
6.5,0.53,44.0,10.3,6,red
6.9,0.48,23.0,9.05,4,red
6.1,0.32,58.0,10.6,5,red
6.8,0.48,61.0,10.4,5,red
6.0,0.42,47.0,10.0,6,red
6.7,0.48,34.0,9.7,5,red
6.8,0.47,38.0,9.6,6,red
7.1,0.53,24.0,10.8,6,red
7.9,0.29,59.0,10.1,6,red
7.1,0.69,52.0,10.2,6,red
6.6,0.44,18.0,11.3,6,red
6.1,0.705,28.0,10.2,5,red
7.2,0.53,22.0,9.9,6,red
8.0,0.39,84.0,9.0,5,red
6.6,0.56,29.0,11.7,7,red
7.0,0.55,35.0,9.7,6,red
6.1,0.53,45.0,10.3,6,red
5.4,0.58,31.0,10.2,6,red
6.2,0.64,26.0,12.0,5,red
7.2,0.39,60.0,9.9,5,red
6.2,0.52,32.0,11.6,6,red
7.4,0.25,49.0,10.9,7,red
6.7,0.855,38.0,10.75,6,red
11.1,0.44,19.0,10.4,6,red
8.4,0.37,19.0,11.2,7,red
6.5,0.63,28.0,10.1,6,red
7.0,0.57,26.0,10.2,5,red
6.3,0.6,26.0,12.1,5,red
11.2,0.4,50.0,10.4,5,red
7.4,0.36,24.0,11.4,8,red
7.1,0.68,26.0,9.5,5,red
7.1,0.67,27.0,9.4,5,red
6.3,0.68,54.0,11.3,6,red
7.3,0.735,28.0,9.4,5,red
6.6,0.855,23.0,11.0,6,red
7.0,0.56,24.0,10.55,7,red
6.6,0.88,20.0,9.9,5,red
6.6,0.855,23.0,11.0,6,red
6.9,0.63,115.0,9.5,5,red
7.8,0.6,131.0,9.9,5,red
7.8,0.6,131.0,9.9,5,red
7.8,0.6,131.0,9.9,5,red
7.2,0.695,20.0,10.1,5,red
7.2,0.695,20.0,10.1,5,red
7.2,0.695,20.0,10.1,5,red
6.7,0.67,42.0,10.9,6,red
6.7,0.16,52.0,11.2,6,red
7.2,0.695,20.0,10.1,5,red
7.0,0.56,42.0,9.2,5,red
6.2,0.51,34.0,11.5,6,red
6.4,0.36,35.0,12.4,6,red
6.4,0.38,25.0,11.1,6,red
7.3,0.69,104.0,9.5,5,red
6.0,0.58,50.0,12.5,6,red
5.6,0.31,92.0,10.5,6,red
7.5,0.52,20.0,11.8,6,red
8.0,0.3,29.0,10.8,6,red
6.2,0.7,27.0,11.9,6,red
6.8,0.67,20.0,11.3,6,red
6.2,0.56,32.0,11.3,5,red
7.4,0.35,26.0,11.9,6,red
6.2,0.56,32.0,11.3,5,red
6.1,0.715,27.0,11.9,5,red
6.2,0.46,98.0,9.8,5,red
6.7,0.32,34.0,11.6,7,red
7.2,0.39,48.0,11.5,6,red
7.5,0.31,60.0,11.4,6,red
5.8,0.61,28.0,10.9,6,red
7.2,0.66,102.0,12.8,6,red
6.6,0.725,79.0,9.2,5,red
6.3,0.55,35.0,11.6,6,red
5.4,0.74,26.0,11.6,6,red
6.3,0.51,40.0,11.0,6,red
6.8,0.62,38.0,9.5,6,red
6.2,0.6,44.0,10.5,5,red
5.9,0.55,51.0,11.2,6,red
6.3,0.51,40.0,11.0,6,red
5.9,0.645,44.0,10.2,5,red
6.0,0.31,42.0,11.0,6,red
7.0,0.27,170.0,8.8,6,white
6.3,0.3,132.0,9.5,6,white
8.1,0.28,97.0,10.1,6,white
7.2,0.23,186.0,9.9,6,white
7.2,0.23,186.0,9.9,6,white
8.1,0.28,97.0,10.1,6,white
6.2,0.32,136.0,9.6,6,white
7.0,0.27,170.0,8.8,6,white
6.3,0.3,132.0,9.5,6,white
8.1,0.22,129.0,11.0,6,white
8.1,0.27,63.0,12.0,5,white
8.6,0.23,109.0,9.7,5,white
7.9,0.18,75.0,10.8,5,white
6.6,0.16,143.0,12.4,7,white
8.3,0.42,172.0,9.7,5,white
6.6,0.17,112.0,11.4,7,white
6.3,0.48,99.0,9.6,6,white
6.2,0.66,75.0,12.8,8,white
7.4,0.34,171.0,11.3,6,white
6.5,0.31,133.0,9.5,5,white
6.2,0.66,75.0,12.8,8,white
6.4,0.31,102.0,11.0,7,white
6.8,0.26,122.0,10.5,8,white
7.6,0.67,168.0,9.3,5,white
6.6,0.27,142.0,10.0,6,white
7.0,0.25,245.0,10.4,6,white
6.9,0.24,146.0,10.0,6,white
7.0,0.28,141.0,10.5,6,white
7.4,0.27,132.0,11.6,6,white
7.2,0.32,114.0,12.3,7,white
8.5,0.24,142.0,10.0,6,white
8.3,0.14,47.0,10.2,6,white
7.4,0.25,100.0,10.8,6,white
6.2,0.12,117.0,9.0,6,white
5.8,0.27,179.0,10.2,5,white
7.3,0.28,123.0,12.8,5,white
6.5,0.39,149.0,10.0,5,white
7.0,0.33,138.0,11.2,6,white
7.3,0.24,149.0,8.6,5,white
7.3,0.24,149.0,8.6,5,white
6.7,0.23,158.0,9.4,6,white
6.7,0.24,157.0,9.4,6,white
7.0,0.31,160.0,9.8,6,white
6.6,0.24,152.0,9.5,6,white
6.7,0.23,154.0,9.5,6,white
7.4,0.18,167.0,10.0,7,white
6.2,0.45,206.0,9.8,4,white
6.2,0.46,207.0,9.8,5,white
7.0,0.31,160.0,9.8,6,white
6.9,0.19,150.0,9.8,5,white
7.2,0.19,173.0,11.7,6,white
6.6,0.25,124.0,11.0,7,white
6.2,0.16,82.0,10.9,7,white
6.4,0.18,108.0,10.9,6,white
6.8,0.2,132.0,9.1,6,white
6.9,0.25,191.0,11.0,6,white
7.2,0.21,213.0,9.6,6,white
6.0,0.19,147.0,8.9,6,white
6.6,0.38,78.0,10.2,6,white
7.4,0.2,111.0,9.9,6,white
6.8,0.22,123.0,8.6,6,white
6.0,0.19,147.0,8.9,6,white
7.0,0.47,151.0,10.5,5,white
6.6,0.38,78.0,10.2,6,white
7.2,0.24,122.0,10.3,6,white
6.2,0.35,120.0,9.1,5,white
6.4,0.26,124.0,12.6,7,white
6.7,0.25,174.0,9.8,5,white
6.7,0.23,96.0,10.7,8,white
7.4,0.24,105.0,9.5,5,white
6.2,0.27,244.0,9.0,6,white
6.8,0.3,238.5,9.5,5,white
6.0,0.27,201.0,10.0,5,white
8.6,0.23,72.0,9.1,6,white
6.7,0.23,96.0,10.7,8,white
7.4,0.24,105.0,9.5,5,white
7.1,0.18,87.0,12.7,7,white
7.0,0.32,69.0,12.0,7,white
7.4,0.18,103.0,9.3,5,white
6.7,0.54,105.0,9.0,5,white
6.8,0.22,114.0,10.6,6,white
7.1,0.2,166.0,9.2,6,white
7.1,0.34,164.0,10.0,5,white
7.3,0.22,207.0,9.5,6,white
7.1,0.43,155.0,8.7,5,white
7.1,0.44,152.0,8.7,6,white
7.2,0.39,156.0,8.7,6,white
6.8,0.25,202.0,9.7,6,white
7.1,0.43,155.0,8.7,5,white
7.1,0.44,152.0,8.7,6,white
7.2,0.39,156.0,8.7,6,white
6.1,0.27,243.0,9.0,5,white
6.9,0.24,136.0,12.6,7,white
6.9,0.21,136.0,12.6,7,white
7.5,0.17,148.0,11.5,7,white
7.1,0.26,240.0,9.2,6,white
6.0,0.34,164.0,8.8,6,white
8.6,0.265,80.0,11.4,7,white
9.8,0.36,83.0,10.1,4,white
6.0,0.34,164.0,8.8,6,white
7.4,0.25,192.0,9.1,5,white
7.1,0.12,162.0,9.4,5,white
6.0,0.21,164.0,9.4,5,white
7.5,0.305,170.0,9.0,5,white
7.4,0.25,192.0,9.1,5,white
7.3,0.13,109.0,9.2,6,white
7.1,0.12,162.0,9.4,5,white
7.1,0.23,171.0,9.1,6,white
7.1,0.23,171.0,9.1,6,white
6.9,0.33,187.0,10.3,5,white
6.5,0.17,163.0,8.8,6,white
7.2,0.27,255.0,8.9,5,white
7.2,0.31,195.0,9.2,5,white
6.7,0.41,150.0,9.1,5,white
6.7,0.41,150.0,9.1,5,white
5.5,0.485,103.0,9.7,4,white
6.0,0.31,143.0,11.3,6,white
7.0,0.14,85.0,11.8,6,white
7.2,0.31,195.0,9.2,5,white
7.3,0.32,196.0,9.2,5,white
5.9,0.36,87.0,10.2,5,white
7.8,0.24,138.0,8.8,5,white
7.4,0.16,131.0,9.7,5,white
6.9,0.19,146.0,9.1,6,white
6.4,0.13,158.0,9.8,6,white
6.7,0.19,143.0,11.0,6,white
7.4,0.39,126.0,10.5,5,white
6.5,0.24,203.0,9.7,7,white
6.1,0.3,179.0,10.9,7,white
6.1,0.3,184.0,10.9,6,white
5.7,0.26,57.0,10.6,5,white
6.5,0.24,203.0,9.7,7,white
6.5,0.425,241.0,9.0,5,white
6.6,0.24,188.0,9.2,5,white
6.8,0.27,203.0,8.9,5,white
6.7,0.27,179.0,9.6,5,white
8.2,0.23,121.0,10.7,6,white
7.1,0.37,155.0,8.7,5,white
6.8,0.19,96.0,10.8,7,white
8.1,0.28,79.0,11.8,6,white
6.3,0.31,77.0,10.2,5,white
7.1,0.37,155.0,8.7,5,white
7.9,0.21,107.0,10.8,6,white
8.5,0.21,99.0,9.7,6,white
8.1,0.2,87.0,11.2,6,white
6.3,0.255,114.0,10.9,6,white
5.6,0.16,168.0,10.1,6,white
6.4,0.595,97.0,9.0,4,white
6.3,0.34,80.0,12.0,7,white
6.9,0.25,116.0,9.4,6,white
7.9,0.22,152.0,11.5,7,white
7.6,0.18,135.0,9.9,6,white
6.9,0.25,116.0,9.4,6,white
7.2,0.18,97.0,10.4,5,white
8.2,0.23,76.0,9.7,6,white
7.4,0.24,198.0,8.9,6,white
7.4,0.24,198.0,8.9,6,white
6.1,0.32,124.0,12.4,7,white
5.2,0.44,119.0,12.1,8,white
5.2,0.44,119.0,12.1,8,white
6.1,0.32,124.0,12.4,7,white
6.4,0.22,159.0,9.1,5,white
6.3,0.36,85.0,10.6,5,white
7.4,0.24,198.0,8.9,6,white
6.7,0.24,205.0,9.5,5,white
7.0,0.23,177.0,9.8,5,white
8.4,0.27,197.0,9.6,6,white
6.7,0.46,98.0,12.6,7,white
7.5,0.29,151.0,9.3,5,white
9.8,0.42,110.0,10.0,5,white
7.1,0.3,133.0,12.7,6,white
7.9,0.19,96.0,11.0,6,white
7.6,0.48,100.0,11.4,4,white
6.3,0.22,130.0,11.5,7,white
7.5,0.27,173.0,10.2,5,white
6.9,0.23,151.0,11.4,6,white
7.2,0.32,65.0,12.6,4,white
5.9,0.23,170.0,9.4,5,white
6.0,0.67,108.0,8.7,4,white
6.4,0.25,176.0,9.2,6,white
6.4,0.33,173.0,9.3,6,white
7.1,0.34,183.0,9.2,5,white
6.8,0.28,167.0,8.7,5,white
6.9,0.27,227.0,9.6,6,white
6.8,0.26,226.0,9.3,5,white
6.8,0.29,230.0,9.3,5,white
6.7,0.24,166.0,9.9,6,white
5.9,0.3,119.0,11.0,5,white
6.8,0.53,109.0,12.7,8,white
6.5,0.28,210.0,8.9,4,white
6.6,0.28,211.0,8.9,6,white
6.8,0.28,167.0,8.7,5,white
6.8,0.28,123.0,11.4,6,white
6.6,0.15,125.0,9.6,5,white
6.4,0.29,181.0,9.1,5,white
6.4,0.3,180.0,9.1,6,white
6.4,0.29,183.0,9.1,5,white
6.8,0.26,214.0,8.9,5,white
7.1,0.32,204.0,8.8,5,white
6.8,0.26,214.0,8.9,5,white
6.8,0.27,196.0,9.3,5,white
7.1,0.32,204.0,8.8,5,white
6.9,0.54,236.0,9.6,5,white
6.8,0.26,134.0,12.0,6,white
5.8,0.28,114.0,10.2,4,white
6.4,0.21,153.0,8.8,5,white
7.0,0.16,126.0,9.2,5,white
10.2,0.44,124.0,9.9,4,white
6.8,0.57,77.0,10.2,5,white
6.1,0.4,170.0,9.5,6,white
5.6,0.245,68.0,10.5,5,white
6.8,0.18,111.0,11.2,7,white
7.0,0.16,126.0,9.2,5,white
6.7,0.13,122.0,9.7,6,white
6.2,0.25,105.0,11.1,7,white
5.8,0.26,152.0,9.4,5,white
7.5,0.27,164.0,11.0,5,white
5.8,0.26,152.0,9.4,5,white
5.7,0.28,167.0,9.4,5,white
7.5,0.23,161.0,11.0,5,white
7.5,0.27,164.0,11.0,5,white
7.2,0.685,172.0,9.1,6,white
6.2,0.25,105.0,11.1,7,white
6.5,0.19,144.0,9.1,6,white
6.3,0.495,140.0,10.4,6,white
7.1,0.24,145.0,8.7,5,white
6.4,0.17,200.0,9.7,6,white
7.1,0.25,272.0,9.1,6,white
6.4,0.17,200.0,9.7,6,white
7.1,0.24,145.0,8.7,5,white
6.8,0.64,142.0,8.9,4,white
8.3,0.28,194.0,9.6,6,white
8.2,0.27,208.0,9.5,6,white
7.2,0.23,194.0,9.0,6,white
7.2,0.23,194.0,9.0,6,white
7.2,0.23,194.0,9.0,6,white
7.2,0.23,194.0,9.0,6,white
6.8,0.52,221.0,9.6,6,white
7.0,0.26,120.0,11.1,7,white
6.2,0.25,159.0,9.6,6,white
7.3,0.32,197.0,8.7,5,white
7.7,0.31,90.0,10.4,5,white
7.1,0.21,100.0,11.4,7,white
6.8,0.24,218.5,9.7,6,white
6.9,0.4,142.0,8.7,5,white
6.1,0.18,249.5,11.3,6,white
6.8,0.21,139.0,12.6,7,white
5.8,0.2,77.0,10.9,7,white
5.6,0.19,76.0,10.9,7,white
6.1,0.41,119.0,10.0,5,white
5.9,0.21,199.0,10.0,4,white
8.5,0.26,197.0,9.8,3,white
6.9,0.4,142.0,8.7,5,white
5.8,0.24,109.0,11.7,3,white
5.8,0.24,158.0,9.3,6,white
6.7,0.26,147.0,9.6,8,white
6.3,0.35,97.0,11.0,7,white
6.3,0.35,97.0,11.0,7,white
6.4,0.23,118.0,11.8,6,white
5.8,0.36,75.0,11.4,4,white
6.9,0.115,108.0,10.2,6,white
6.9,0.29,156.0,8.9,5,white
6.9,0.28,95.0,10.2,5,white
7.2,0.29,231.0,9.6,6,white
6.2,0.24,167.0,10.6,6,white
6.9,0.29,156.0,8.9,5,white
6.9,0.32,180.0,9.2,6,white
5.3,0.58,149.0,9.7,5,white
5.3,0.585,145.0,9.7,6,white
5.4,0.59,147.0,9.7,6,white
6.9,0.32,180.0,9.2,6,white
5.2,0.6,147.0,9.7,5,white
5.8,0.25,148.0,9.3,5,white
6.6,0.58,123.0,9.0,5,white
7.0,0.29,234.0,9.5,5,white
6.6,0.19,169.0,9.8,6,white
6.7,0.2,166.0,9.8,6,white
7.7,0.26,60.0,10.6,5,white
6.8,0.32,67.0,10.6,4,white
7.0,0.3,105.0,12.4,7,white
7.0,0.24,112.0,12.6,8,white
6.1,0.31,114.0,12.3,8,white
6.8,0.44,201.0,10.5,4,white
6.7,0.34,196.0,9.3,5,white
7.1,0.35,198.0,8.8,5,white
7.3,0.32,180.0,8.8,5,white
6.5,0.28,190.0,9.7,6,white
7.2,0.23,192.0,9.0,7,white
7.2,0.23,192.0,9.0,7,white
7.2,0.23,192.0,9.0,7,white
7.2,0.23,192.0,9.0,7,white
5.9,0.15,155.0,10.5,6,white
7.4,0.28,195.0,9.1,5,white
6.2,0.28,157.0,9.8,7,white
9.1,0.59,182.0,8.5,3,white
6.3,0.33,175.0,9.4,6,white
8.3,0.39,169.0,9.4,5,white
7.2,0.19,187.0,11.2,7,white
7.5,0.17,146.0,10.0,6,white
6.7,0.17,122.0,10.3,6,white
6.1,0.41,87.0,10.8,6,white
8.3,0.2,74.0,10.5,6,white
6.1,0.41,87.0,10.8,6,white
6.0,0.29,168.0,11.1,6,white
7.3,0.41,163.0,9.9,6,white
7.3,0.41,163.0,9.9,6,white
7.2,0.43,163.0,9.9,5,white
7.3,0.4,166.0,9.9,6,white
6.2,0.33,134.0,10.4,7,white
6.2,0.31,148.0,10.4,6,white
6.1,0.36,100.0,11.5,7,white
5.0,0.55,164.0,12.5,8,white
7.8,0.25,149.0,10.0,6,white
5.7,0.36,166.0,10.0,6,white
5.8,0.34,167.0,10.0,5,white
6.8,0.28,127.0,9.1,6,white
6.8,0.25,134.0,10.6,6,white
6.6,0.24,135.0,10.5,5,white
5.9,0.3,133.0,11.5,7,white
6.1,0.125,69.0,10.1,6,white
6.0,0.1,65.0,10.3,7,white
6.6,0.24,135.0,10.5,5,white
6.8,0.25,134.0,10.6,6,white
6.8,0.28,137.0,10.4,6,white
8.3,0.41,207.0,11.4,5,white
7.5,0.27,313.0,10.5,5,white
7.9,0.26,216.0,10.0,6,white
6.4,0.34,143.0,10.0,6,white
6.5,0.28,195.0,9.6,6,white
7.2,0.21,85.0,10.4,5,white
6.4,0.32,101.0,12.5,8,white
6.8,0.24,135.0,10.6,5,white
6.3,0.23,91.0,11.8,6,white
6.5,0.28,133.0,9.8,5,white
5.6,0.26,80.0,10.8,5,white
6.3,0.23,91.0,11.8,6,white
6.3,0.23,105.0,11.2,6,white
5.8,0.27,170.0,9.3,6,white
5.9,0.26,139.0,10.4,5,white
6.6,0.18,141.0,10.2,7,white
7.4,0.2,153.0,9.0,7,white
8.0,0.24,129.0,10.0,6,white
6.4,0.26,140.0,9.1,6,white
5.4,0.31,144.0,10.0,5,white
5.4,0.29,145.0,10.0,6,white
7.1,0.145,131.0,9.6,6,white
5.6,0.34,68.0,11.2,7,white
6.7,0.19,155.0,8.8,6,white
7.8,0.18,118.0,10.0,6,white
7.6,0.17,137.0,10.0,5,white
6.3,0.12,146.0,11.4,7,white
7.3,0.33,138.0,11.9,7,white
5.5,0.335,128.0,9.6,6,white
7.3,0.33,138.0,11.9,7,white
5.8,0.4,245.0,9.6,6,white
7.3,0.22,191.0,9.0,6,white
7.3,0.22,191.0,9.0,6,white
6.1,0.36,169.0,9.5,6,white
10.0,0.2,152.0,10.4,6,white
6.9,0.24,161.0,10.6,6,white
6.4,0.24,162.0,10.2,6,white
7.1,0.365,84.0,8.9,5,white
6.8,0.15,127.0,9.7,6,white
7.3,0.22,191.0,9.0,6,white
6.8,0.16,102.0,11.4,7,white
6.0,0.26,113.0,12.3,7,white
6.0,0.18,143.0,10.8,6,white
6.9,0.33,148.0,9.4,6,white
7.7,0.29,178.0,10.6,6,white
7.1,0.39,72.0,11.6,5,white
6.9,0.33,148.0,9.4,6,white
7.7,0.29,178.0,10.6,6,white
6.6,0.905,204.0,10.0,5,white
7.2,0.27,149.0,9.2,6,white
5.1,0.33,89.0,12.5,7,white
5.1,0.33,89.0,12.5,7,white
6.4,0.31,119.0,10.4,7,white
7.3,0.2,98.0,10.0,7,white
5.7,0.32,155.0,10.0,6,white
6.4,0.31,119.0,10.4,7,white
7.3,0.2,98.0,10.0,7,white
7.2,0.28,179.0,9.0,6,white
7.5,0.35,157.0,9.2,6,white
7.2,0.27,149.0,9.2,6,white
6.0,0.36,125.0,11.3,7,white
5.1,0.33,89.0,12.5,7,white
5.0,0.17,115.0,10.8,7,white
6.3,0.39,260.0,10.1,5,white
6.7,0.21,140.0,9.7,6,white
7.0,0.3,181.0,9.3,7,white
7.0,0.3,181.0,9.3,7,white
6.5,0.36,66.0,10.6,5,white
6.1,0.55,125.0,10.2,6,white
7.3,0.24,69.0,12.2,6,white
6.8,0.37,163.0,8.8,5,white
6.8,0.27,168.0,10.0,5,white
8.2,0.28,93.0,11.4,5,white
6.3,0.2,107.0,11.4,6,white
5.9,0.26,168.0,9.4,5,white
6.4,0.19,83.0,11.7,6,white
6.3,0.2,107.0,11.4,6,white
6.8,0.37,163.0,8.8,5,white
6.1,0.35,108.0,9.2,5,white
7.1,0.27,252.0,8.7,5,white
6.8,0.22,170.0,12.6,6,white
6.8,0.27,168.0,10.0,5,white
5.8,0.28,99.0,12.8,7,white
6.9,0.49,125.0,9.4,5,white
6.3,0.14,116.0,10.3,6,white
8.2,0.28,93.0,11.4,5,white
7.2,0.25,155.0,9.0,6,white
7.3,0.28,140.0,9.6,6,white
7.2,0.19,85.0,10.5,5,white
7.2,0.19,85.0,10.5,5,white
7.2,0.25,155.0,9.0,6,white
7.3,0.28,140.0,9.6,6,white
7.4,0.21,99.0,9.8,6,white
6.8,0.26,210.0,9.0,5,white
7.4,0.21,99.0,9.8,6,white
7.4,0.31,137.0,10.5,6,white
7.0,0.22,136.0,12.7,7,white
7.0,0.21,222.0,10.4,6,white
7.0,0.21,221.0,10.4,6,white
7.0,0.21,221.0,10.4,6,white
6.9,0.23,162.0,10.5,7,white
7.0,0.21,222.0,10.4,6,white
7.0,0.21,221.0,10.4,6,white
6.8,0.29,194.0,9.4,5,white
7.8,0.21,89.0,9.1,5,white
7.1,0.31,197.0,9.3,5,white
6.8,0.29,194.0,9.4,5,white
6.4,0.34,84.0,9.8,5,white
7.4,0.155,214.0,9.9,7,white
7.2,0.55,151.0,9.2,4,white
7.0,0.23,104.0,12.1,8,white
6.9,0.2,97.0,12.2,7,white
6.1,0.28,218.5,9.8,5,white
6.6,0.16,186.0,12.4,8,white
7.4,0.155,214.0,9.9,7,white
6.2,0.35,108.0,9.2,5,white
6.7,0.22,102.0,11.6,7,white
6.1,0.38,137.0,10.4,6,white
6.0,0.25,126.0,12.9,8,white
6.6,0.52,245.0,9.3,6,white
6.9,0.24,139.0,11.0,6,white
7.1,0.32,66.0,11.5,3,white
5.8,0.28,156.0,12.4,5,white
6.5,0.41,113.0,9.8,6,white
6.5,0.41,113.0,9.8,6,white
6.4,0.28,127.0,10.5,7,white
7.2,0.6,174.0,9.1,5,white
6.1,0.2,128.0,10.1,5,white
5.9,0.46,160.0,10.6,7,white
6.0,0.27,113.0,10.5,7,white
6.4,0.28,127.0,10.5,7,white
6.4,0.41,113.0,9.8,6,white
6.3,0.23,82.0,12.9,7,white
7.1,0.21,111.0,9.5,5,white
6.0,0.37,218.5,9.8,6,white
6.1,0.43,249.0,8.5,5,white
7.1,0.21,111.0,9.5,5,white
7.0,0.25,171.0,9.3,5,white
5.9,0.25,162.0,9.5,5,white
6.8,0.32,68.0,9.4,6,white
7.2,0.39,178.0,8.7,5,white
6.3,0.21,126.0,8.9,5,white
7.0,0.14,141.0,9.4,6,white
6.8,0.32,68.0,9.4,6,white
7.2,0.39,178.0,8.7,5,white
7.2,0.29,182.0,9.6,5,white
8.6,0.37,158.0,9.3,6,white
6.5,0.38,200.0,10.0,5,white
6.6,0.24,86.0,12.5,6,white
7.0,0.17,132.0,9.6,7,white
5.5,0.16,102.0,9.4,6,white
7.0,0.24,227.0,9.5,5,white
7.4,0.28,105.0,12.4,7,white
7.0,0.22,115.0,10.5,6,white
7.1,0.55,165.0,9.2,6,white
6.3,0.22,164.0,10.4,6,white
6.7,0.47,172.0,9.2,5,white
5.9,0.36,104.0,10.6,6,white
5.8,0.25,137.0,9.5,5,white
6.7,0.47,172.0,9.2,5,white
6.2,0.37,200.0,9.6,5,white
6.2,0.18,117.0,9.7,6,white
6.0,0.16,117.0,9.7,6,white
6.6,0.34,90.0,10.7,6,white
7.4,0.29,180.0,10.5,6,white
7.4,0.26,177.0,8.9,6,white
7.0,0.28,70.0,12.1,6,white
